nflores 40999 Wed Mar  8 22:35:52 2017

Avatar id: 0; (x,y) = (8, 9); move = 2 
Avatar id: 3; (x,y) = (14, 7); move = 3 
Avatar id: 4; (x,y) = (14, 11); move = 0 
Avatar id: 0; (x,y) = (12, 17); move = 1 
Avatar id: 1; (x,y) = (12, 11); move = 2 
Avatar id: 2; (x,y) = (14, 9); move = 1 
Avatar id: 3; (x,y) = (14, 7); move = 2 
Avatar id: 4; (x,y) = (13, 11); move = 2 
Avatar id: 0; (x,y) = (12, 17); move = 3 
Avatar id: 1; (x,y) = (12, 11); move = 0 
Avatar id: 2; (x,y) = (14, 9); move = 3 
Avatar id: 3; (x,y) = (14, 8); move = 3 
Avatar id: 4; (x,y) = (13, 11); move = 0 
Avatar id: 0; (x,y) = (13, 17); move = 1 
Avatar id: 1; (x,y) = (11, 11); move = 2 
Avatar id: 2; (x,y) = (15, 9); move = 1 
Avatar id: 3; (x,y) = (14, 8); move = 2 
Avatar id: 4; (x,y) = (12, 11); move = 2 
Avatar id: 0; (x,y) = (13, 17); move = 3 
Avatar id: 1; (x,y) = (11, 12); move = 3 
Avatar id: 2; (x,y) = (15, 8); move = 0 
Avatar id: 3; (x,y) = (14, 8); move = 0 
Avatar id: 4; (x,y) = (12, 11); move = 0 
Avatar id: 0; (x,y) = (13, 17); move = 2 
Avatar id: 1; (x,y) = (11, 12); move = 2 
Avatar id: 2; (x,y) = (15, 8); move = 1 
Avatar id: 3; (x,y) = (13, 8); move = 2 
Avatar id: 4; (x,y) = (11, 11); move = 2 
Avatar id: 0; (x,y) = (13, 18); move = 3 
Avatar id: 1; (x,y) = (11, 12); move = 0 
Avatar id: 2; (x,y) = (15, 8); move = 3 
Avatar id: 3; (x,y) = (13, 8); move = 0 
Avatar id: 4; (x,y) = (11, 12); move = 3 
Avatar id: 0; (x,y) = (14, 18); move = 1 
Avatar id: 1; (x,y) = (11, 12); move = 1 
Avatar id: 2; (x,y) = (16, 8); move = 1 
Avatar id: 3; (x,y) = (12, 8); move = 2 
Avatar id: 4; (x,y) = (11, 12); move = 2 
Avatar id: 0; (x,y) = (14, 18); move = 3 
Avatar id: 1; (x,y) = (11, 11); move = 0 
Avatar id: 2; (x,y) = (16, 8); move = 3 
Avatar id: 3; (x,y) = (12, 9); move = 3 
Avatar id: 4; (x,y) = (11, 12); move = 0 
Avatar id: 0; (x,y) = (14, 18); move = 2 
Avatar id: 1; (x,y) = (10, 11); move = 2 
Avatar id: 2; (x,y) = (16, 8); move = 2 
Avatar id: 3; (x,y) = (13, 9); move = 1 
Avatar id: 4; (x,y) = (11, 12); move = 1 
Avatar id: 0; (x,y) = (14, 19); move = 3 
Avatar id: 1; (x,y) = (10, 11); move = 0 
Avatar id: 2; (x,y) = (16, 9); move = 3 
Avatar id: 3; (x,y) = (13, 9); move = 3 
Avatar id: 4; (x,y) = (11, 11); move = 0 
Avatar id: 0; (x,y) = (15, 19); move = 1 
Avatar id: 1; (x,y) = (10, 11); move = 1 
Avatar id: 2; (x,y) = (17, 9); move = 1 
Avatar id: 3; (x,y) = (13, 9); move = 2 
Avatar id: 4; (x,y) = (10, 11); move = 2 
Avatar id: 0; (x,y) = (15, 18); move = 0 
Avatar id: 2; (x,y) = (17, 8); move = 0 
Avatar id: 3; (x,y) = (13, 10); move = 3 
Avatar id: 4; (x,y) = (10, 11); move = 0 
Avatar id: 0; (x,y) = (15, 18); move = 1 
Avatar id: 2; (x,y) = (17, 8); move = 1 
Avatar id: 3; (x,y) = (13, 10); move = 2 
Avatar id: 4; (x,y) = (10, 11); move = 1 
Avatar id: 0; (x,y) = (15, 17); move = 0 
Avatar id: 2; (x,y) = (17, 8); move = 3 
Avatar id: 3; (x,y) = (13, 10); move = 0 
Avatar id: 0; (x,y) = (14, 17); move = 2 
Avatar id: 2; (x,y) = (18, 8); move = 1 
Avatar id: 3; (x,y) = (12, 10); move = 2 
Avatar id: 0; (x,y) = (14, 17); move = 0 
Avatar id: 2; (x,y) = (18, 8); move = 3 
Avatar id: 3; (x,y) = (12, 11); move = 3 
Avatar id: 0; (x,y) = (14, 17); move = 1 
Avatar id: 2; (x,y) = (18, 8); move = 2 
Avatar id: 3; (x,y) = (13, 11); move = 1 
Avatar id: 0; (x,y) = (14, 17); move = 3 
Avatar id: 2; (x,y) = (18, 9); move = 3 
Avatar id: 3; (x,y) = (13, 11); move = 3 
Avatar id: 0; (x,y) = (15, 17); move = 1 
Avatar id: 2; (x,y) = (19, 9); move = 1 
Avatar id: 3; (x,y) = (14, 11); move = 1 
Avatar id: 0; (x,y) = (15, 16); move = 0 
Avatar id: 2; (x,y) = (19, 8); move = 0 
Avatar id: 3; (x,y) = (14, 11); move = 3 
Avatar id: 0; (x,y) = (15, 16); move = 1 
Avatar id: 2; (x,y) = (19, 8); move = 1 
Avatar id: 3; (x,y) = (15, 11); move = 1 
Avatar id: 0; (x,y) = (15, 16); move = 3 
Avatar id: 2; (x,y) = (19, 7); move = 0 
Avatar id: 3; (x,y) = (15, 11); move = 3 
Avatar id: 0; (x,y) = (16, 16); move = 1 
Avatar id: 2; (x,y) = (18, 7); move = 2 
Avatar id: 3; (x,y) = (15, 11); move = 2 
Avatar id: 0; (x,y) = (16, 15); move = 0 
Avatar id: 2; (x,y) = (18, 7); move = 0 
Avatar id: 3; (x,y) = (15, 12); move = 3 
Avatar id: 0; (x,y) = (15, 15); move = 2 
Avatar id: 2; (x,y) = (17, 7); move = 2 
Avatar id: 3; (x,y) = (15, 12); move = 2 
Avatar id: 0; (x,y) = (15, 15); move = 0 
Avatar id: 2; (x,y) = (17, 7); move = 0 
Avatar id: 3; (x,y) = (15, 13); move = 3 
Avatar id: 0; (x,y) = (15, 15); move = 1 
Avatar id: 2; (x,y) = (17, 7); move = 1 
Avatar id: 3; (x,y) = (15, 13); move = 2 
Avatar id: 0; (x,y) = (15, 14); move = 0 
Avatar id: 2; (x,y) = (17, 6); move = 0 
Avatar id: 3; (x,y) = (15, 13); move = 0 
Avatar id: 0; (x,y) = (15, 14); move = 1 
Avatar id: 2; (x,y) = (16, 6); move = 2 
Avatar id: 3; (x,y) = (14, 13); move = 2 
Avatar id: 0; (x,y) = (15, 14); move = 3 
Avatar id: 2; (x,y) = (16, 7); move = 3 
Avatar id: 3; (x,y) = (14, 13); move = 0 
Avatar id: 0; (x,y) = (16, 14); move = 1 
Avatar id: 2; (x,y) = (16, 7); move = 2 
Avatar id: 3; (x,y) = (14, 13); move = 1 
Avatar id: 0; (x,y) = (16, 13); move = 0 
Avatar id: 2; (x,y) = (16, 7); move = 0 
Avatar id: 3; (x,y) = (14, 12); move = 0 
Avatar id: 0; (x,y) = (16, 13); move = 1 
Avatar id: 2; (x,y) = (15, 7); move = 2 
Avatar id: 3; (x,y) = (14, 12); move = 1 
Avatar id: 0; (x,y) = (16, 12); move = 0 
Avatar id: 2; (x,y) = (15, 7); move = 0 
Avatar id: 3; (x,y) = (14, 12); move = 3 
Avatar id: 0; (x,y) = (16, 12); move = 1 
Avatar id: 2; (x,y) = (15, 7); move = 1 
Avatar id: 3; (x,y) = (14, 12); move = 2 
Avatar id: 0; (x,y) = (16, 12); move = 3 
Avatar id: 2; (x,y) = (15, 6); move = 0 
Avatar id: 3; (x,y) = (14, 13); move = 3 
Avatar id: 0; (x,y) = (17, 12); move = 1 
Avatar id: 2; (x,y) = (15, 6); move = 1 
Avatar id: 3; (x,y) = (15, 13); move = 1 
Avatar id: 0; (x,y) = (17, 12); move = 3 
Avatar id: 2; (x,y) = (15, 5); move = 0 
Avatar id: 3; (x,y) = (15, 12); move = 0 
Avatar id: 0; (x,y) = (17, 12); move = 2 
Avatar id: 2; (x,y) = (15, 5); move = 1 
Avatar id: 3; (x,y) = (15, 12); move = 1 
Avatar id: 0; (x,y) = (17, 13); move = 3 
Avatar id: 2; (x,y) = (15, 4); move = 0 
Avatar id: 3; (x,y) = (15, 11); move = 0 
Avatar id: 0; (x,y) = (17, 13); move = 2 
Avatar id: 2; (x,y) = (14, 4); move = 2 
Avatar id: 3; (x,y) = (14, 11); move = 2 
Avatar id: 0; (x,y) = (17, 14); move = 3 
Avatar id: 2; (x,y) = (14, 5); move = 3 
Avatar id: 3; (x,y) = (14, 11); move = 0 
Avatar id: 0; (x,y) = (18, 14); move = 1 
Avatar id: 2; (x,y) = (14, 5); move = 2 
Avatar id: 3; (x,y) = (13, 11); move = 2 
Avatar id: 0; (x,y) = (18, 14); move = 3 
Avatar id: 2; (x,y) = (14, 6); move = 3 
Avatar id: 3; (x,y) = (13, 11); move = 0 
Avatar id: 0; (x,y) = (18, 14); move = 2 
Avatar id: 2; (x,y) = (14, 6); move = 2 
Avatar id: 3; (x,y) = (12, 11); move = 2 
Avatar id: 0; (x,y) = (18, 15); move = 3 
Avatar id: 2; (x,y) = (14, 7); move = 3 
Avatar id: 3; (x,y) = (12, 11); move = 0 
Avatar id: 0; (x,y) = (18, 15); move = 2 
Avatar id: 2; (x,y) = (14, 7); move = 2 
Avatar id: 3; (x,y) = (11, 11); move = 2 
Avatar id: 0; (x,y) = (18, 15); move = 0 
Avatar id: 2; (x,y) = (14, 8); move = 3 
Avatar id: 3; (x,y) = (11, 12); move = 3 
Avatar id: 0; (x,y) = (17, 15); move = 2 
Avatar id: 2; (x,y) = (14, 8); move = 2 
Avatar id: 3; (x,y) = (11, 12); move = 2 
Avatar id: 0; (x,y) = (17, 16); move = 3 
Avatar id: 2; (x,y) = (14, 8); move = 0 
Avatar id: 3; (x,y) = (11, 12); move = 0 
Avatar id: 0; (x,y) = (18, 16); move = 1 
Avatar id: 2; (x,y) = (13, 8); move = 2 
Avatar id: 3; (x,y) = (11, 12); move = 1 
Avatar id: 0; (x,y) = (18, 16); move = 3 
Avatar id: 2; (x,y) = (13, 8); move = 0 
Avatar id: 3; (x,y) = (11, 11); move = 0 
Avatar id: 0; (x,y) = (18, 16); move = 2 
Avatar id: 2; (x,y) = (12, 8); move = 2 
Avatar id: 3; (x,y) = (10, 11); move = 2 
Avatar id: 0; (x,y) = (18, 17); move = 3 
Avatar id: 2; (x,y) = (12, 9); move = 3 
Avatar id: 3; (x,y) = (10, 11); move = 0 
Avatar id: 0; (x,y) = (18, 17); move = 2 
Avatar id: 2; (x,y) = (13, 9); move = 1 
Avatar id: 3; (x,y) = (10, 11); move = 1 
Avatar id: 0; (x,y) = (18, 18); move = 3 
Avatar id: 2; (x,y) = (13, 9); move = 3 
Avatar id: 0; (x,y) = (18, 18); move = 2 
Avatar id: 2; (x,y) = (13, 9); move = 2 
Avatar id: 0; (x,y) = (18, 18); move = 0 
Avatar id: 2; (x,y) = (13, 10); move = 3 
Avatar id: 0; (x,y) = (17, 18); move = 2 
Avatar id: 2; (x,y) = (13, 10); move = 2 
Avatar id: 0; (x,y) = (17, 19); move = 3 
Avatar id: 2; (x,y) = (13, 10); move = 0 
Avatar id: 0; (x,y) = (18, 19); move = 1 
Avatar id: 2; (x,y) = (12, 10); move = 2 
Avatar id: 0; (x,y) = (18, 19); move = 3 
Avatar id: 2; (x,y) = (12, 11); move = 3 
Avatar id: 0; (x,y) = (19, 19); move = 1 
Avatar id: 2; (x,y) = (13, 11); move = 1 
Avatar id: 0; (x,y) = (19, 18); move = 0 
Avatar id: 2; (x,y) = (13, 11); move = 3 
Avatar id: 0; (x,y) = (19, 18); move = 1 
Avatar id: 2; (x,y) = (14, 11); move = 1 
Avatar id: 0; (x,y) = (19, 17); move = 0 
Avatar id: 2; (x,y) = (14, 11); move = 3 
Avatar id: 0; (x,y) = (19, 17); move = 1 
Avatar id: 2; (x,y) = (15, 11); move = 1 
Avatar id: 0; (x,y) = (19, 16); move = 0 
Avatar id: 2; (x,y) = (15, 11); move = 3 
Avatar id: 0; (x,y) = (19, 16); move = 1 
Avatar id: 2; (x,y) = (15, 11); move = 2 
Avatar id: 0; (x,y) = (19, 15); move = 0 
Avatar id: 2; (x,y) = (15, 12); move = 3 
Avatar id: 0; (x,y) = (19, 15); move = 1 
Avatar id: 2; (x,y) = (15, 12); move = 2 
Avatar id: 0; (x,y) = (19, 14); move = 0 
Avatar id: 2; (x,y) = (15, 13); move = 3 
Avatar id: 0; (x,y) = (19, 14); move = 1 
Avatar id: 2; (x,y) = (15, 13); move = 2 
Avatar id: 0; (x,y) = (19, 13); move = 0 
Avatar id: 2; (x,y) = (15, 13); move = 0 
Avatar id: 0; (x,y) = (18, 13); move = 2 
Avatar id: 2; (x,y) = (14, 13); move = 2 
Avatar id: 0; (x,y) = (18, 13); move = 0 
Avatar id: 2; (x,y) = (14, 13); move = 0 
Avatar id: 0; (x,y) = (18, 13); move = 1 
Avatar id: 2; (x,y) = (14, 13); move = 1 
Avatar id: 0; (x,y) = (18, 12); move = 0 
Avatar id: 2; (x,y) = (14, 12); move = 0 
Avatar id: 0; (x,y) = (18, 12); move = 1 
Avatar id: 2; (x,y) = (14, 12); move = 1 
Avatar id: 0; (x,y) = (18, 11); move = 0 
Avatar id: 2; (x,y) = (14, 12); move = 3 
Avatar id: 0; (x,y) = (17, 11); move = 2 
Avatar id: 2; (x,y) = (14, 12); move = 2 
Avatar id: 0; (x,y) = (17, 11); move = 0 
Avatar id: 2; (x,y) = (14, 13); move = 3 
Avatar id: 0; (x,y) = (16, 11); move = 2 
Avatar id: 2; (x,y) = (15, 13); move = 1 
Avatar id: 0; (x,y) = (16, 11); move = 0 
Avatar id: 2; (x,y) = (15, 12); move = 0 
Avatar id: 0; (x,y) = (16, 11); move = 1 
Avatar id: 2; (x,y) = (15, 12); move = 1 
Avatar id: 0; (x,y) = (16, 10); move = 0 
Avatar id: 2; (x,y) = (15, 11); move = 0 
Avatar id: 0; (x,y) = (15, 10); move = 2 
Avatar id: 2; (x,y) = (14, 11); move = 2 
Avatar id: 0; (x,y) = (15, 10); move = 0 
Avatar id: 2; (x,y) = (14, 11); move = 0 
Avatar id: 0; (x,y) = (14, 10); move = 2 
Avatar id: 2; (x,y) = (13, 11); move = 2 
Avatar id: 0; (x,y) = (14, 10); move = 0 
Avatar id: 2; (x,y) = (13, 11); move = 0 
Avatar id: 0; (x,y) = (14, 10); move = 1 
Avatar id: 2; (x,y) = (12, 11); move = 2 
Avatar id: 0; (x,y) = (14, 9); move = 0 
Avatar id: 2; (x,y) = (12, 11); move = 0 
Avatar id: 0; (x,y) = (14, 9); move = 1 
Avatar id: 2; (x,y) = (11, 11); move = 2 
Avatar id: 0; (x,y) = (14, 9); move = 3 
Avatar id: 2; (x,y) = (11, 12); move = 3 
Avatar id: 0; (x,y) = (15, 9); move = 1 
Avatar id: 2; (x,y) = (11, 12); move = 2 
Avatar id: 0; (x,y) = (15, 8); move = 0 
Avatar id: 2; (x,y) = (11, 12); move = 0 
Avatar id: 0; (x,y) = (15, 8); move = 1 
Avatar id: 2; (x,y) = (11, 12); move = 1 
Avatar id: 0; (x,y) = (15, 8); move = 3 
Avatar id: 2; (x,y) = (11, 11); move = 0 
Avatar id: 0; (x,y) = (16, 8); move = 1 
Avatar id: 2; (x,y) = (10, 11); move = 2 
Avatar id: 0; (x,y) = (16, 8); move = 3 
Avatar id: 2; (x,y) = (10, 11); move = 0 
Avatar id: 0; (x,y) = (16, 8); move = 2 
Avatar id: 2; (x,y) = (10, 11); move = 1 
Avatar id: 0; (x,y) = (16, 9); move = 3 
Avatar id: 0; (x,y) = (17, 9); move = 1 
Avatar id: 0; (x,y) = (17, 8); move = 0 
Avatar id: 0; (x,y) = (17, 8); move = 1 
Avatar id: 0; (x,y) = (17, 8); move = 3 
Avatar id: 0; (x,y) = (18, 8); move = 1 
Avatar id: 0; (x,y) = (18, 8); move = 3 
Avatar id: 0; (x,y) = (18, 8); move = 2 
Avatar id: 0; (x,y) = (18, 9); move = 3 
Avatar id: 0; (x,y) = (19, 9); move = 1 
Avatar id: 0; (x,y) = (19, 8); move = 0 
Avatar id: 0; (x,y) = (19, 8); move = 1 
Avatar id: 0; (x,y) = (19, 7); move = 0 
Avatar id: 0; (x,y) = (18, 7); move = 2 
Avatar id: 0; (x,y) = (18, 7); move = 0 
Avatar id: 0; (x,y) = (17, 7); move = 2 
Avatar id: 0; (x,y) = (17, 7); move = 0 
Avatar id: 0; (x,y) = (17, 7); move = 1 
Avatar id: 0; (x,y) = (17, 6); move = 0 
Avatar id: 0; (x,y) = (16, 6); move = 2 
Avatar id: 0; (x,y) = (16, 7); move = 3 
Avatar id: 0; (x,y) = (16, 7); move = 2 
Avatar id: 0; (x,y) = (16, 7); move = 0 
Avatar id: 0; (x,y) = (15, 7); move = 2 
Avatar id: 0; (x,y) = (15, 7); move = 0 
Avatar id: 0; (x,y) = (15, 7); move = 1 
Avatar id: 0; (x,y) = (15, 6); move = 0 
Avatar id: 0; (x,y) = (15, 6); move = 1 
Avatar id: 0; (x,y) = (15, 5); move = 0 
Avatar id: 0; (x,y) = (15, 5); move = 1 
Avatar id: 0; (x,y) = (15, 4); move = 0 
Avatar id: 0; (x,y) = (14, 4); move = 2 
Avatar id: 0; (x,y) = (14, 5); move = 3 
Avatar id: 0; (x,y) = (14, 5); move = 2 
Avatar id: 0; (x,y) = (14, 6); move = 3 
Avatar id: 0; (x,y) = (14, 6); move = 2 
Avatar id: 0; (x,y) = (14, 7); move = 3 
Avatar id: 0; (x,y) = (14, 7); move = 2 
Avatar id: 0; (x,y) = (14, 8); move = 3 
Avatar id: 0; (x,y) = (14, 8); move = 2 
Avatar id: 0; (x,y) = (14, 8); move = 0 
Avatar id: 0; (x,y) = (13, 8); move = 2 
Avatar id: 0; (x,y) = (13, 8); move = 0 
Avatar id: 0; (x,y) = (12, 8); move = 2 
