nflores 45185 Wed Mar  8 22:36:47 2017

Avatar id: 0; (x,y) = (12, 28); move = 2 
Avatar id: 4; (x,y) = (16, 20); move = 2 
Avatar id: 0; (x,y) = (9, 31); move = 3 
Avatar id: 1; (x,y) = (7, 13); move = 0 
Avatar id: 2; (x,y) = (5, 6); move = 0 
Avatar id: 3; (x,y) = (4, 39); move = 0 
Avatar id: 4; (x,y) = (16, 20); move = 0 
Avatar id: 0; (x,y) = (9, 31); move = 2 
Avatar id: 1; (x,y) = (7, 13); move = 1 
Avatar id: 2; (x,y) = (5, 6); move = 1 
Avatar id: 3; (x,y) = (3, 39); move = 2 
Avatar id: 4; (x,y) = (15, 20); move = 2 
Avatar id: 0; (x,y) = (9, 31); move = 0 
Avatar id: 1; (x,y) = (7, 12); move = 0 
Avatar id: 2; (x,y) = (5, 5); move = 0 
Avatar id: 3; (x,y) = (3, 39); move = 0 
Avatar id: 4; (x,y) = (15, 20); move = 0 
Avatar id: 0; (x,y) = (8, 31); move = 2 
Avatar id: 1; (x,y) = (6, 12); move = 2 
Avatar id: 2; (x,y) = (4, 5); move = 2 
Avatar id: 3; (x,y) = (2, 39); move = 2 
Avatar id: 4; (x,y) = (14, 20); move = 2 
Avatar id: 0; (x,y) = (8, 32); move = 3 
Avatar id: 1; (x,y) = (6, 13); move = 3 
Avatar id: 2; (x,y) = (4, 5); move = 0 
Avatar id: 3; (x,y) = (2, 39); move = 0 
Avatar id: 4; (x,y) = (14, 20); move = 0 
Avatar id: 0; (x,y) = (8, 32); move = 2 
Avatar id: 1; (x,y) = (6, 13); move = 2 
Avatar id: 2; (x,y) = (3, 5); move = 2 
Avatar id: 3; (x,y) = (1, 39); move = 2 
Avatar id: 4; (x,y) = (13, 20); move = 2 
Avatar id: 0; (x,y) = (8, 32); move = 0 
Avatar id: 1; (x,y) = (6, 13); move = 0 
Avatar id: 2; (x,y) = (3, 6); move = 3 
Avatar id: 3; (x,y) = (1, 39); move = 0 
Avatar id: 4; (x,y) = (13, 20); move = 0 
Avatar id: 0; (x,y) = (7, 32); move = 2 
Avatar id: 1; (x,y) = (5, 13); move = 2 
Avatar id: 2; (x,y) = (4, 6); move = 1 
Avatar id: 3; (x,y) = (0, 39); move = 2 
Avatar id: 4; (x,y) = (12, 20); move = 2 
Avatar id: 0; (x,y) = (7, 33); move = 3 
Avatar id: 1; (x,y) = (5, 14); move = 3 
Avatar id: 2; (x,y) = (4, 6); move = 3 
Avatar id: 3; (x,y) = (0, 39); move = 0 
Avatar id: 4; (x,y) = (12, 20); move = 0 
Avatar id: 0; (x,y) = (8, 33); move = 1 
Avatar id: 1; (x,y) = (6, 14); move = 1 
Avatar id: 2; (x,y) = (4, 6); move = 2 
Avatar id: 3; (x,y) = (0, 39); move = 1 
Avatar id: 4; (x,y) = (11, 20); move = 2 
Avatar id: 0; (x,y) = (8, 33); move = 3 
Avatar id: 1; (x,y) = (6, 14); move = 3 
Avatar id: 2; (x,y) = (4, 7); move = 3 
Avatar id: 3; (x,y) = (0, 38); move = 0 
Avatar id: 4; (x,y) = (11, 21); move = 3 
Avatar id: 0; (x,y) = (9, 33); move = 1 
Avatar id: 1; (x,y) = (7, 14); move = 1 
Avatar id: 2; (x,y) = (4, 7); move = 2 
Avatar id: 3; (x,y) = (0, 38); move = 1 
Avatar id: 4; (x,y) = (11, 21); move = 2 
Avatar id: 0; (x,y) = (9, 32); move = 0 
Avatar id: 1; (x,y) = (7, 14); move = 3 
Avatar id: 2; (x,y) = (4, 7); move = 0 
Avatar id: 3; (x,y) = (0, 37); move = 0 
Avatar id: 4; (x,y) = (11, 21); move = 0 
Avatar id: 0; (x,y) = (9, 32); move = 1 
Avatar id: 1; (x,y) = (7, 14); move = 2 
Avatar id: 2; (x,y) = (4, 7); move = 1 
Avatar id: 3; (x,y) = (0, 37); move = 1 
Avatar id: 4; (x,y) = (10, 21); move = 2 
Avatar id: 0; (x,y) = (9, 32); move = 3 
Avatar id: 1; (x,y) = (7, 15); move = 3 
Avatar id: 2; (x,y) = (4, 6); move = 0 
Avatar id: 3; (x,y) = (0, 36); move = 0 
Avatar id: 4; (x,y) = (10, 21); move = 0 
Avatar id: 0; (x,y) = (10, 32); move = 1 
Avatar id: 1; (x,y) = (8, 15); move = 1 
Avatar id: 2; (x,y) = (3, 6); move = 2 
Avatar id: 3; (x,y) = (0, 36); move = 1 
Avatar id: 4; (x,y) = (9, 21); move = 2 
Avatar id: 0; (x,y) = (10, 32); move = 3 
Avatar id: 1; (x,y) = (8, 14); move = 0 
Avatar id: 2; (x,y) = (3, 6); move = 0 
Avatar id: 3; (x,y) = (0, 35); move = 0 
Avatar id: 4; (x,y) = (9, 21); move = 0 
Avatar id: 0; (x,y) = (10, 32); move = 2 
Avatar id: 1; (x,y) = (8, 14); move = 1 
Avatar id: 2; (x,y) = (2, 6); move = 2 
Avatar id: 3; (x,y) = (0, 35); move = 1 
Avatar id: 4; (x,y) = (9, 21); move = 1 
Avatar id: 0; (x,y) = (10, 33); move = 3 
Avatar id: 1; (x,y) = (8, 14); move = 3 
Avatar id: 2; (x,y) = (2, 6); move = 0 
Avatar id: 3; (x,y) = (0, 34); move = 0 
Avatar id: 4; (x,y) = (9, 20); move = 0 
Avatar id: 0; (x,y) = (10, 33); move = 2 
Avatar id: 1; (x,y) = (9, 14); move = 1 
Avatar id: 2; (x,y) = (2, 6); move = 1 
Avatar id: 3; (x,y) = (0, 34); move = 1 
Avatar id: 4; (x,y) = (9, 20); move = 1 
Avatar id: 0; (x,y) = (10, 34); move = 3 
Avatar id: 1; (x,y) = (9, 14); move = 3 
Avatar id: 2; (x,y) = (2, 6); move = 3 
Avatar id: 3; (x,y) = (0, 34); move = 3 
Avatar id: 4; (x,y) = (9, 19); move = 0 
Avatar id: 0; (x,y) = (11, 34); move = 1 
Avatar id: 1; (x,y) = (10, 14); move = 1 
Avatar id: 2; (x,y) = (3, 6); move = 1 
Avatar id: 3; (x,y) = (1, 34); move = 1 
Avatar id: 4; (x,y) = (9, 19); move = 1 
Avatar id: 0; (x,y) = (11, 34); move = 3 
Avatar id: 1; (x,y) = (10, 13); move = 0 
Avatar id: 2; (x,y) = (3, 5); move = 0 
Avatar id: 3; (x,y) = (1, 34); move = 3 
Avatar id: 4; (x,y) = (9, 18); move = 0 
Avatar id: 0; (x,y) = (12, 34); move = 1 
Avatar id: 1; (x,y) = (10, 13); move = 1 
Avatar id: 2; (x,y) = (3, 5); move = 1 
Avatar id: 3; (x,y) = (2, 34); move = 1 
Avatar id: 4; (x,y) = (9, 18); move = 1 
Avatar id: 0; (x,y) = (12, 34); move = 3 
Avatar id: 1; (x,y) = (10, 13); move = 3 
Avatar id: 2; (x,y) = (3, 5); move = 3 
Avatar id: 3; (x,y) = (2, 33); move = 0 
Avatar id: 4; (x,y) = (9, 17); move = 0 
Avatar id: 0; (x,y) = (12, 34); move = 2 
Avatar id: 1; (x,y) = (11, 13); move = 1 
Avatar id: 2; (x,y) = (4, 5); move = 1 
Avatar id: 3; (x,y) = (2, 33); move = 1 
Avatar id: 4; (x,y) = (8, 17); move = 2 
Avatar id: 0; (x,y) = (12, 35); move = 3 
Avatar id: 1; (x,y) = (11, 12); move = 0 
Avatar id: 2; (x,y) = (4, 5); move = 3 
Avatar id: 3; (x,y) = (2, 32); move = 0 
Avatar id: 4; (x,y) = (8, 18); move = 3 
Avatar id: 0; (x,y) = (13, 35); move = 1 
Avatar id: 1; (x,y) = (11, 12); move = 1 
Avatar id: 2; (x,y) = (5, 5); move = 1 
Avatar id: 3; (x,y) = (2, 32); move = 1 
Avatar id: 4; (x,y) = (8, 18); move = 2 
Avatar id: 0; (x,y) = (13, 34); move = 0 
Avatar id: 1; (x,y) = (11, 11); move = 0 
Avatar id: 2; (x,y) = (5, 5); move = 3 
Avatar id: 3; (x,y) = (2, 31); move = 0 
Avatar id: 4; (x,y) = (8, 18); move = 0 
Avatar id: 0; (x,y) = (13, 34); move = 1 
Avatar id: 1; (x,y) = (10, 11); move = 2 
Avatar id: 2; (x,y) = (6, 5); move = 1 
Avatar id: 3; (x,y) = (2, 31); move = 1 
Avatar id: 4; (x,y) = (7, 18); move = 2 
Avatar id: 0; (x,y) = (13, 33); move = 0 
Avatar id: 1; (x,y) = (10, 11); move = 0 
Avatar id: 2; (x,y) = (6, 5); move = 3 
Avatar id: 3; (x,y) = (2, 30); move = 0 
Avatar id: 4; (x,y) = (7, 18); move = 0 
Avatar id: 0; (x,y) = (12, 33); move = 2 
Avatar id: 1; (x,y) = (10, 11); move = 1 
Avatar id: 2; (x,y) = (6, 5); move = 2 
Avatar id: 3; (x,y) = (1, 30); move = 2 
Avatar id: 4; (x,y) = (6, 18); move = 2 
Avatar id: 0; (x,y) = (12, 33); move = 0 
Avatar id: 1; (x,y) = (10, 10); move = 0 
Avatar id: 2; (x,y) = (6, 6); move = 3 
Avatar id: 3; (x,y) = (1, 30); move = 0 
Avatar id: 4; (x,y) = (6, 19); move = 3 
Avatar id: 0; (x,y) = (12, 33); move = 1 
Avatar id: 1; (x,y) = (10, 10); move = 1 
Avatar id: 2; (x,y) = (6, 6); move = 2 
Avatar id: 3; (x,y) = (1, 30); move = 1 
Avatar id: 4; (x,y) = (7, 19); move = 1 
Avatar id: 0; (x,y) = (12, 32); move = 0 
Avatar id: 1; (x,y) = (10, 9); move = 0 
Avatar id: 2; (x,y) = (6, 7); move = 3 
Avatar id: 3; (x,y) = (1, 29); move = 0 
Avatar id: 4; (x,y) = (7, 19); move = 3 
Avatar id: 0; (x,y) = (12, 32); move = 1 
Avatar id: 1; (x,y) = (9, 9); move = 2 
Avatar id: 2; (x,y) = (7, 7); move = 1 
Avatar id: 3; (x,y) = (0, 29); move = 2 
Avatar id: 4; (x,y) = (7, 19); move = 2 
Avatar id: 0; (x,y) = (12, 32); move = 3 
Avatar id: 1; (x,y) = (9, 9); move = 0 
Avatar id: 2; (x,y) = (7, 7); move = 3 
Avatar id: 3; (x,y) = (0, 30); move = 3 
Avatar id: 4; (x,y) = (7, 20); move = 3 
Avatar id: 0; (x,y) = (13, 32); move = 1 
Avatar id: 1; (x,y) = (9, 9); move = 1 
Avatar id: 2; (x,y) = (8, 7); move = 1 
Avatar id: 3; (x,y) = (0, 30); move = 2 
Avatar id: 4; (x,y) = (8, 20); move = 1 
Avatar id: 0; (x,y) = (13, 32); move = 3 
Avatar id: 1; (x,y) = (9, 8); move = 0 
Avatar id: 2; (x,y) = (8, 7); move = 3 
Avatar id: 3; (x,y) = (0, 31); move = 3 
Avatar id: 4; (x,y) = (8, 19); move = 0 
Avatar id: 0; (x,y) = (14, 32); move = 1 
Avatar id: 1; (x,y) = (8, 8); move = 2 
Avatar id: 2; (x,y) = (9, 7); move = 1 
Avatar id: 3; (x,y) = (1, 31); move = 1 
Avatar id: 4; (x,y) = (8, 19); move = 1 
Avatar id: 0; (x,y) = (14, 32); move = 3 
Avatar id: 1; (x,y) = (8, 9); move = 3 
Avatar id: 2; (x,y) = (9, 7); move = 3 
Avatar id: 3; (x,y) = (1, 31); move = 3 
Avatar id: 4; (x,y) = (8, 19); move = 3 
Avatar id: 0; (x,y) = (15, 32); move = 1 
Avatar id: 1; (x,y) = (8, 9); move = 2 
Avatar id: 2; (x,y) = (10, 7); move = 1 
Avatar id: 3; (x,y) = (1, 31); move = 2 
Avatar id: 4; (x,y) = (8, 19); move = 2 
Avatar id: 0; (x,y) = (15, 32); move = 3 
Avatar id: 1; (x,y) = (8, 9); move = 0 
Avatar id: 2; (x,y) = (10, 7); move = 3 
Avatar id: 3; (x,y) = (1, 32); move = 3 
Avatar id: 4; (x,y) = (8, 20); move = 3 
Avatar id: 0; (x,y) = (15, 32); move = 2 
Avatar id: 1; (x,y) = (7, 9); move = 2 
Avatar id: 2; (x,y) = (10, 7); move = 2 
Avatar id: 3; (x,y) = (1, 32); move = 2 
Avatar id: 4; (x,y) = (8, 20); move = 2 
Avatar id: 0; (x,y) = (15, 33); move = 3 
Avatar id: 1; (x,y) = (7, 9); move = 0 
Avatar id: 2; (x,y) = (10, 8); move = 3 
Avatar id: 3; (x,y) = (1, 32); move = 0 
Avatar id: 4; (x,y) = (8, 21); move = 3 
Avatar id: 0; (x,y) = (15, 33); move = 2 
Avatar id: 1; (x,y) = (7, 9); move = 1 
Avatar id: 2; (x,y) = (10, 8); move = 2 
Avatar id: 3; (x,y) = (0, 32); move = 2 
Avatar id: 4; (x,y) = (8, 21); move = 2 
Avatar id: 0; (x,y) = (15, 34); move = 3 
Avatar id: 1; (x,y) = (7, 8); move = 0 
Avatar id: 2; (x,y) = (10, 8); move = 0 
Avatar id: 3; (x,y) = (0, 33); move = 3 
Avatar id: 4; (x,y) = (8, 22); move = 3 
Avatar id: 0; (x,y) = (16, 34); move = 1 
Avatar id: 1; (x,y) = (6, 8); move = 2 
Avatar id: 2; (x,y) = (10, 8); move = 1 
Avatar id: 3; (x,y) = (1, 33); move = 1 
Avatar id: 4; (x,y) = (8, 22); move = 2 
Avatar id: 0; (x,y) = (16, 34); move = 3 
Avatar id: 1; (x,y) = (6, 9); move = 3 
Avatar id: 2; (x,y) = (10, 7); move = 0 
Avatar id: 3; (x,y) = (1, 33); move = 3 
Avatar id: 4; (x,y) = (8, 22); move = 0 
Avatar id: 0; (x,y) = (17, 34); move = 1 
Avatar id: 1; (x,y) = (6, 9); move = 2 
Avatar id: 2; (x,y) = (9, 7); move = 2 
Avatar id: 3; (x,y) = (1, 33); move = 2 
Avatar id: 4; (x,y) = (7, 22); move = 2 
Avatar id: 0; (x,y) = (17, 33); move = 0 
Avatar id: 1; (x,y) = (6, 9); move = 0 
Avatar id: 2; (x,y) = (9, 7); move = 0 
Avatar id: 3; (x,y) = (1, 33); move = 0 
Avatar id: 4; (x,y) = (7, 22); move = 0 
Avatar id: 0; (x,y) = (17, 33); move = 1 
Avatar id: 1; (x,y) = (5, 9); move = 2 
Avatar id: 2; (x,y) = (8, 7); move = 2 
Avatar id: 3; (x,y) = (0, 33); move = 2 
Avatar id: 4; (x,y) = (7, 22); move = 1 
Avatar id: 0; (x,y) = (17, 32); move = 0 
Avatar id: 1; (x,y) = (5, 9); move = 0 
Avatar id: 2; (x,y) = (8, 7); move = 0 
Avatar id: 3; (x,y) = (0, 33); move = 0 
Avatar id: 4; (x,y) = (7, 21); move = 0 
Avatar id: 0; (x,y) = (17, 32); move = 1 
Avatar id: 1; (x,y) = (4, 9); move = 2 
Avatar id: 2; (x,y) = (7, 7); move = 2 
Avatar id: 3; (x,y) = (0, 33); move = 1 
Avatar id: 4; (x,y) = (6, 21); move = 2 
Avatar id: 0; (x,y) = (17, 31); move = 0 
Avatar id: 1; (x,y) = (4, 10); move = 3 
Avatar id: 2; (x,y) = (7, 7); move = 0 
Avatar id: 3; (x,y) = (0, 32); move = 0 
Avatar id: 4; (x,y) = (6, 21); move = 0 
Avatar id: 0; (x,y) = (17, 31); move = 1 
Avatar id: 1; (x,y) = (5, 10); move = 1 
Avatar id: 2; (x,y) = (6, 7); move = 2 
Avatar id: 3; (x,y) = (0, 32); move = 1 
Avatar id: 4; (x,y) = (6, 21); move = 1 
Avatar id: 0; (x,y) = (17, 31); move = 3 
Avatar id: 1; (x,y) = (5, 10); move = 3 
Avatar id: 2; (x,y) = (6, 7); move = 0 
Avatar id: 3; (x,y) = (0, 32); move = 3 
Avatar id: 4; (x,y) = (6, 20); move = 0 
Avatar id: 0; (x,y) = (18, 31); move = 1 
Avatar id: 1; (x,y) = (5, 10); move = 2 
Avatar id: 2; (x,y) = (6, 7); move = 1 
Avatar id: 3; (x,y) = (1, 32); move = 1 
Avatar id: 4; (x,y) = (5, 20); move = 2 
Avatar id: 0; (x,y) = (18, 30); move = 0 
Avatar id: 1; (x,y) = (5, 11); move = 3 
Avatar id: 2; (x,y) = (6, 6); move = 0 
Avatar id: 3; (x,y) = (1, 31); move = 0 
Avatar id: 4; (x,y) = (5, 21); move = 3 
Avatar id: 0; (x,y) = (18, 30); move = 1 
Avatar id: 1; (x,y) = (5, 11); move = 2 
Avatar id: 2; (x,y) = (6, 6); move = 1 
Avatar id: 3; (x,y) = (0, 31); move = 2 
Avatar id: 4; (x,y) = (5, 21); move = 2 
Avatar id: 0; (x,y) = (18, 30); move = 3 
Avatar id: 1; (x,y) = (5, 11); move = 0 
Avatar id: 2; (x,y) = (6, 5); move = 0 
Avatar id: 3; (x,y) = (0, 31); move = 0 
Avatar id: 4; (x,y) = (5, 22); move = 3 
Avatar id: 0; (x,y) = (19, 30); move = 1 
Avatar id: 1; (x,y) = (4, 11); move = 2 
Avatar id: 2; (x,y) = (5, 5); move = 2 
Avatar id: 3; (x,y) = (0, 31); move = 1 
Avatar id: 4; (x,y) = (5, 22); move = 2 
Avatar id: 0; (x,y) = (19, 29); move = 0 
Avatar id: 1; (x,y) = (4, 12); move = 3 
Avatar id: 2; (x,y) = (5, 6); move = 3 
Avatar id: 3; (x,y) = (0, 30); move = 0 
Avatar id: 4; (x,y) = (5, 23); move = 3 
Avatar id: 0; (x,y) = (19, 29); move = 1 
Avatar id: 1; (x,y) = (4, 12); move = 2 
Avatar id: 2; (x,y) = (5, 6); move = 2 
Avatar id: 3; (x,y) = (0, 30); move = 1 
Avatar id: 4; (x,y) = (6, 23); move = 1 
Avatar id: 0; (x,y) = (19, 29); move = 3 
Avatar id: 1; (x,y) = (4, 13); move = 3 
Avatar id: 2; (x,y) = (5, 7); move = 3 
Avatar id: 3; (x,y) = (0, 29); move = 0 
Avatar id: 4; (x,y) = (6, 22); move = 0 
Avatar id: 0; (x,y) = (20, 29); move = 1 
Avatar id: 1; (x,y) = (4, 13); move = 2 
Avatar id: 2; (x,y) = (5, 7); move = 2 
Avatar id: 3; (x,y) = (0, 29); move = 1 
Avatar id: 4; (x,y) = (6, 22); move = 1 
Avatar id: 0; (x,y) = (20, 28); move = 0 
Avatar id: 1; (x,y) = (4, 14); move = 3 
Avatar id: 2; (x,y) = (5, 8); move = 3 
Avatar id: 3; (x,y) = (0, 28); move = 0 
Avatar id: 4; (x,y) = (6, 22); move = 3 
Avatar id: 0; (x,y) = (19, 28); move = 2 
Avatar id: 1; (x,y) = (4, 14); move = 2 
Avatar id: 2; (x,y) = (5, 8); move = 2 
Avatar id: 3; (x,y) = (0, 28); move = 1 
Avatar id: 4; (x,y) = (6, 22); move = 2 
Avatar id: 0; (x,y) = (19, 28); move = 0 
Avatar id: 1; (x,y) = (4, 15); move = 3 
Avatar id: 2; (x,y) = (5, 8); move = 0 
Avatar id: 3; (x,y) = (0, 27); move = 0 
Avatar id: 4; (x,y) = (6, 23); move = 3 
Avatar id: 0; (x,y) = (18, 28); move = 2 
Avatar id: 1; (x,y) = (5, 15); move = 1 
Avatar id: 2; (x,y) = (4, 8); move = 2 
Avatar id: 3; (x,y) = (0, 27); move = 1 
Avatar id: 4; (x,y) = (7, 23); move = 1 
Avatar id: 0; (x,y) = (18, 28); move = 0 
Avatar id: 1; (x,y) = (5, 15); move = 3 
Avatar id: 2; (x,y) = (4, 8); move = 0 
Avatar id: 3; (x,y) = (0, 27); move = 3 
Avatar id: 4; (x,y) = (7, 23); move = 3 
Avatar id: 0; (x,y) = (17, 28); move = 2 
Avatar id: 1; (x,y) = (6, 15); move = 1 
Avatar id: 2; (x,y) = (3, 8); move = 2 
Avatar id: 3; (x,y) = (1, 27); move = 1 
Avatar id: 4; (x,y) = (7, 23); move = 2 
Avatar id: 0; (x,y) = (17, 28); move = 0 
Avatar id: 1; (x,y) = (6, 15); move = 3 
Avatar id: 2; (x,y) = (3, 8); move = 0 
Avatar id: 3; (x,y) = (1, 27); move = 3 
Avatar id: 4; (x,y) = (7, 23); move = 0 
Avatar id: 0; (x,y) = (16, 28); move = 2 
Avatar id: 1; (x,y) = (6, 15); move = 2 
Avatar id: 2; (x,y) = (2, 8); move = 2 
Avatar id: 3; (x,y) = (2, 27); move = 1 
Avatar id: 4; (x,y) = (6, 23); move = 2 
Avatar id: 0; (x,y) = (16, 29); move = 3 
Avatar id: 1; (x,y) = (6, 16); move = 3 
Avatar id: 2; (x,y) = (2, 9); move = 3 
Avatar id: 3; (x,y) = (2, 27); move = 3 
Avatar id: 4; (x,y) = (6, 23); move = 0 
Avatar id: 0; (x,y) = (16, 29); move = 2 
Avatar id: 1; (x,y) = (6, 16); move = 2 
Avatar id: 2; (x,y) = (2, 9); move = 2 
Avatar id: 3; (x,y) = (2, 27); move = 2 
Avatar id: 4; (x,y) = (5, 23); move = 2 
Avatar id: 0; (x,y) = (16, 30); move = 3 
Avatar id: 1; (x,y) = (6, 17); move = 3 
Avatar id: 2; (x,y) = (2, 10); move = 3 
Avatar id: 3; (x,y) = (2, 28); move = 3 
Avatar id: 4; (x,y) = (5, 24); move = 3 
Avatar id: 0; (x,y) = (17, 30); move = 1 
Avatar id: 1; (x,y) = (6, 17); move = 2 
Avatar id: 2; (x,y) = (2, 10); move = 2 
Avatar id: 3; (x,y) = (3, 28); move = 1 
Avatar id: 4; (x,y) = (5, 24); move = 2 
Avatar id: 0; (x,y) = (17, 29); move = 0 
Avatar id: 1; (x,y) = (6, 17); move = 0 
Avatar id: 2; (x,y) = (2, 11); move = 3 
Avatar id: 3; (x,y) = (3, 28); move = 3 
Avatar id: 4; (x,y) = (5, 25); move = 3 
Avatar id: 0; (x,y) = (17, 29); move = 1 
Avatar id: 1; (x,y) = (5, 17); move = 2 
Avatar id: 2; (x,y) = (2, 11); move = 2 
Avatar id: 3; (x,y) = (3, 28); move = 2 
Avatar id: 4; (x,y) = (5, 25); move = 2 
Avatar id: 0; (x,y) = (17, 29); move = 3 
Avatar id: 1; (x,y) = (5, 18); move = 3 
Avatar id: 2; (x,y) = (2, 11); move = 0 
Avatar id: 3; (x,y) = (3, 29); move = 3 
Avatar id: 4; (x,y) = (5, 25); move = 0 
Avatar id: 0; (x,y) = (18, 29); move = 1 
Avatar id: 1; (x,y) = (5, 18); move = 2 
Avatar id: 2; (x,y) = (1, 11); move = 2 
Avatar id: 3; (x,y) = (4, 29); move = 1 
Avatar id: 4; (x,y) = (5, 25); move = 1 
Avatar id: 0; (x,y) = (18, 29); move = 3 
Avatar id: 1; (x,y) = (5, 19); move = 3 
Avatar id: 2; (x,y) = (1, 12); move = 3 
Avatar id: 3; (x,y) = (4, 29); move = 3 
Avatar id: 4; (x,y) = (5, 24); move = 0 
Avatar id: 0; (x,y) = (18, 29); move = 2 
Avatar id: 1; (x,y) = (5, 19); move = 2 
Avatar id: 2; (x,y) = (1, 12); move = 2 
Avatar id: 3; (x,y) = (5, 29); move = 1 
Avatar id: 4; (x,y) = (4, 24); move = 2 
